GEOID,STATEFP,STATE,COUNTYFP,COUNTY,MEDN_INC22,TOT_HOUS22,LESS_10K22,10K_15K22,15K_20K22,20K_25K22,25K_30K22,30K_35K22,35K_40K22,40K_45K22,45K_50K22,50K_60K22,60K_75K22,75K_100K22,100_125K22,125_150K22,150_200K22,200K_MOR22
261390220012,26, Michigan,139, Ottawa County,90438.0,847,6,0,0,0,0,21,0,4,6,217,107,176,64,99,82,65
261390220013,26, Michigan,139, Ottawa County,72778.0,932,23,18,0,0,61,37,10,60,27,49,221,171,54,13,146,42
261390220021,26, Michigan,139, Ottawa County,100677.0,837,29,0,0,23,16,0,30,8,72,27,77,130,133,54,66,172
261390220022,26, Michigan,139, Ottawa County,84473.0,261,0,0,0,0,4,0,6,32,16,7,0,91,50,13,5,37
261390220023,26, Michigan,139, Ottawa County,93750.0,429,0,0,7,0,51,0,0,8,5,63,31,70,82,25,39,48
261390221031,26, Michigan,139, Ottawa County,136989.0,241,7,0,0,0,0,0,10,0,3,6,5,23,45,51,22,69
261390221032,26, Michigan,139, Ottawa County,116667.0,288,0,12,15,0,18,0,0,15,0,11,0,39,80,26,42,30
261390221051,26, Michigan,139, Ottawa County,49000.0,308,16,0,16,8,17,0,0,46,61,9,29,36,15,0,6,49
261390221052,26, Michigan,139, Ottawa County,54375.0,679,17,8,16,37,66,0,15,50,117,35,46,134,82,56,0,0
261390221053,26, Michigan,139, Ottawa County,155824.0,570,6,0,15,19,10,19,12,0,31,0,51,45,29,17,122,194
261390221054,26, Michigan,139, Ottawa County,113125.0,573,0,0,16,15,0,30,14,0,0,46,70,49,88,29,71,145
261390221061,26, Michigan,139, Ottawa County,114276.0,599,28,9,0,0,0,33,9,16,18,21,27,79,124,31,143,61
261390221062,26, Michigan,139, Ottawa County,137500.0,738,0,18,0,9,0,0,7,16,18,17,14,123,103,136,152,125
261390221071,26, Michigan,139, Ottawa County,102212.0,587,0,24,0,26,32,12,15,13,26,14,21,99,75,56,97,77
261390221081,26, Michigan,139, Ottawa County,,583,0,0,0,15,16,14,0,27,14,45,24,18,94,14,51,251
261390221082,26, Michigan,139, Ottawa County,121250.0,1074,10,38,47,16,13,0,14,0,15,55,11,242,101,133,169,210
261390221083,26, Michigan,139, Ottawa County,102267.0,456,0,13,14,0,0,0,0,31,42,12,25,52,101,13,59,94
261390221084,26, Michigan,139, Ottawa County,154292.0,377,0,0,0,0,0,19,0,14,0,0,85,14,19,16,47,163
261390222061,26, Michigan,139, Ottawa County,92614.0,418,0,55,0,0,0,30,10,0,13,8,26,95,68,33,19,61
261390222062,26, Michigan,139, Ottawa County,95368.0,937,0,0,14,25,5,39,47,34,20,54,62,212,53,90,76,206
261390222063,26, Michigan,139, Ottawa County,63750.0,471,8,0,14,34,20,71,9,21,14,22,61,73,11,52,25,36
261390222071,26, Michigan,139, Ottawa County,58841.0,842,24,43,3,10,60,108,43,31,26,105,76,166,103,34,0,10
261390222072,26, Michigan,139, Ottawa County,46974.0,212,0,0,29,0,0,52,0,10,19,12,17,39,26,0,8,0
261390222073,26, Michigan,139, Ottawa County,103816.0,704,13,11,0,28,0,0,0,15,0,155,68,52,130,20,18,194
261390222081,26, Michigan,139, Ottawa County,53197.0,273,0,0,0,0,0,106,5,0,0,71,0,75,11,5,0,0
261390222082,26, Michigan,139, Ottawa County,87250.0,277,0,22,0,0,38,0,19,11,12,3,29,19,46,47,0,31
261390222083,26, Michigan,139, Ottawa County,39284.0,653,89,61,44,38,9,17,96,15,23,93,106,62,0,0,0,0
261390222084,26, Michigan,139, Ottawa County,73013.0,571,0,0,0,0,0,0,118,19,61,8,155,77,0,81,52,0
261390226001,26, Michigan,139, Ottawa County,104844.0,429,0,8,0,20,0,5,5,13,27,29,30,50,73,58,62,49
261390226002,26, Michigan,139, Ottawa County,95583.0,487,26,0,7,6,0,8,17,54,7,15,46,69,44,35,93,60
261390229001,26, Michigan,139, Ottawa County,99484.0,587,22,0,0,0,0,40,29,30,0,15,44,123,184,28,15,57
261390229002,26, Michigan,139, Ottawa County,66415.0,666,0,34,28,0,119,36,58,0,11,17,170,100,76,8,0,9
261390229003,26, Michigan,139, Ottawa County,46799.0,477,0,0,0,42,39,0,110,18,41,9,28,35,98,12,31,14
261390229004,26, Michigan,139, Ottawa County,50865.0,446,41,36,0,42,21,20,0,0,54,26,53,0,13,14,59,67
261390229005,26, Michigan,139, Ottawa County,107703.0,344,33,0,0,19,0,0,0,0,0,0,33,81,101,34,2,41
261390230011,26, Michigan,139, Ottawa County,100847.0,615,30,25,19,0,0,0,0,0,37,54,24,88,159,18,63,98
261390230012,26, Michigan,139, Ottawa County,118355.0,945,0,0,0,0,20,0,11,30,0,91,128,126,79,105,178,177
261390230013,26, Michigan,139, Ottawa County,90375.0,1133,66,12,66,0,0,0,17,32,63,121,105,123,125,94,111,198
261390230031,26, Michigan,139, Ottawa County,126589.0,479,0,0,0,0,0,0,0,18,0,57,35,50,49,108,25,137
261390230032,26, Michigan,139, Ottawa County,109398.0,1179,14,40,13,0,0,21,32,15,12,44,50,320,102,92,356,68
261390230041,26, Michigan,139, Ottawa County,129904.0,551,0,0,13,0,0,0,24,13,0,28,38,72,50,114,148,51
261390230042,26, Michigan,139, Ottawa County,84438.0,666,9,0,12,0,17,0,0,0,76,68,37,188,61,14,101,83
261390231011,26, Michigan,139, Ottawa County,90878.0,764,41,0,0,0,8,31,32,35,8,27,149,102,167,28,79,57
261390231012,26, Michigan,139, Ottawa County,122753.0,839,0,0,0,5,37,0,8,10,30,51,18,76,260,128,76,140
261390231021,26, Michigan,139, Ottawa County,73750.0,315,5,0,0,35,0,41,0,0,0,19,90,98,0,0,20,7
261390231022,26, Michigan,139, Ottawa County,82424.0,617,88,33,0,12,0,53,0,15,0,0,18,108,127,46,62,55
261390231023,26, Michigan,139, Ottawa County,76288.0,991,0,0,0,66,65,17,0,41,65,134,57,148,38,47,272,41
261390231024,26, Michigan,139, Ottawa County,50890.0,683,0,0,0,55,49,0,158,0,56,129,81,129,4,0,22,0
261390232001,26, Michigan,139, Ottawa County,112750.0,376,0,5,0,4,5,13,15,14,0,11,38,38,101,40,57,35
261390232002,26, Michigan,139, Ottawa County,86176.0,490,8,0,0,22,17,15,45,12,10,36,55,82,34,32,77,45
261390235001,26, Michigan,139, Ottawa County,124018.0,677,0,0,0,0,8,0,13,53,16,21,17,44,172,101,94,138
261390235002,26, Michigan,139, Ottawa County,128950.0,833,21,7,16,0,0,0,4,11,0,7,52,146,134,188,129,118
261390236001,26, Michigan,139, Ottawa County,131111.0,818,24,12,26,15,0,0,0,30,7,51,65,92,73,93,172,158
261390243001,26, Michigan,139, Ottawa County,152520.0,498,9,0,0,0,0,8,20,36,0,28,32,27,45,34,202,57
261390243002,26, Michigan,139, Ottawa County,113194.0,450,10,8,11,0,0,0,23,21,7,31,0,68,132,39,69,31
261390243003,26, Michigan,139, Ottawa County,86941.0,941,9,0,32,9,25,27,61,9,20,87,62,236,98,109,113,44
261390244011,26, Michigan,139, Ottawa County,95813.0,687,21,0,0,0,0,36,0,0,0,15,144,177,86,83,84,41
261390244012,26, Michigan,139, Ottawa County,50357.0,630,146,27,41,33,0,0,14,18,25,108,86,54,40,17,21,0
261390244013,26, Michigan,139, Ottawa County,55701.0,529,44,0,29,0,48,0,62,28,42,41,86,40,34,55,0,20
261390244021,26, Michigan,139, Ottawa County,105587.0,1053,0,35,0,0,35,0,18,49,29,52,71,172,263,84,127,118
261390244022,26, Michigan,139, Ottawa County,116875.0,718,0,0,0,0,0,8,0,13,53,17,63,133,294,9,83,45
261390245011,26, Michigan,139, Ottawa County,47569.0,2134,148,279,50,130,141,124,106,86,108,171,382,296,99,0,14,0
261390245021,26, Michigan,139, Ottawa County,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261390245022,26, Michigan,139, Ottawa County,33352.0,569,40,17,46,122,12,91,13,0,116,30,72,10,0,0,0,0
261390245023,26, Michigan,139, Ottawa County,,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
261390246001,26, Michigan,139, Ottawa County,101196.0,788,12,16,30,0,0,22,11,19,29,52,60,132,59,95,191,60
261390246002,26, Michigan,139, Ottawa County,124583.0,571,0,0,0,14,0,0,0,23,17,43,62,93,35,74,73,137
261390246003,26, Michigan,139, Ottawa County,157093.0,613,0,0,0,19,0,0,0,0,6,10,4,56,25,82,290,121
261390249011,26, Michigan,139, Ottawa County,91750.0,1044,31,0,0,44,61,57,0,6,36,152,25,178,150,15,114,175
261390249012,26, Michigan,139, Ottawa County,77619.0,320,0,29,0,19,10,14,8,20,0,59,0,42,69,9,41,0
261390249021,26, Michigan,139, Ottawa County,73036.0,203,54,0,0,5,0,0,0,0,0,8,62,15,26,6,16,11
261390249022,26, Michigan,139, Ottawa County,69688.0,460,34,0,6,17,31,0,0,31,10,50,78,111,27,7,34,24
261390251011,26, Michigan,139, Ottawa County,85657.0,333,0,7,0,0,26,7,29,16,0,32,34,67,60,13,16,26
261390251012,26, Michigan,139, Ottawa County,31847.0,497,59,15,0,14,128,44,14,35,17,28,19,56,19,15,34,0
261390251013,26, Michigan,139, Ottawa County,47778.0,666,52,7,33,34,100,18,45,17,51,97,0,212,0,0,0,0
261390251021,26, Michigan,139, Ottawa County,65789.0,905,33,22,57,20,22,6,13,45,54,123,159,104,15,70,60,102
261390251022,26, Michigan,139, Ottawa County,87850.0,599,14,0,0,20,19,44,9,46,24,5,47,146,36,90,81,18
261390252001,26, Michigan,139, Ottawa County,29900.0,587,27,59,28,0,187,0,26,28,0,0,8,146,32,0,27,19
261390252002,26, Michigan,139, Ottawa County,69509.0,331,0,0,0,0,0,0,17,20,0,65,79,43,38,21,16,32
261390252003,26, Michigan,139, Ottawa County,76500.0,648,28,57,0,22,42,35,34,0,26,30,41,102,136,39,56,0
261390252004,26, Michigan,139, Ottawa County,57081.0,846,0,0,20,0,146,17,20,9,35,202,17,201,73,0,106,0
261390255001,26, Michigan,139, Ottawa County,75833.0,1026,18,6,47,62,50,42,79,14,101,32,60,152,100,82,105,76
261390255002,26, Michigan,139, Ottawa County,104292.0,648,0,14,0,10,39,13,0,15,8,28,31,50,209,48,157,26
261390257001,26, Michigan,139, Ottawa County,65208.0,288,19,18,26,19,35,11,0,0,0,4,71,31,40,0,5,9
261390257002,26, Michigan,139, Ottawa County,57738.0,260,17,0,0,14,14,14,6,50,13,21,25,26,19,35,6,0
261390257003,26, Michigan,139, Ottawa County,55660.0,532,10,0,0,0,40,17,52,100,15,85,44,82,22,9,18,38
261390257004,26, Michigan,139, Ottawa County,49350.0,658,6,0,45,109,45,38,17,17,65,71,77,79,27,16,26,20
261390257005,26, Michigan,139, Ottawa County,82917.0,147,0,0,0,0,0,0,0,0,0,16,16,109,0,0,0,6
261390257006,26, Michigan,139, Ottawa County,104565.0,290,0,0,31,0,0,0,34,19,0,0,0,42,23,12,63,66
261390258001,26, Michigan,139, Ottawa County,75543.0,706,0,64,49,75,0,51,18,0,0,81,0,95,159,29,85,0
261390258002,26, Michigan,139, Ottawa County,71970.0,294,19,0,0,36,0,0,0,20,22,24,33,58,0,7,18,57
261390258003,26, Michigan,139, Ottawa County,84444.0,416,23,0,0,0,0,0,21,20,18,19,93,52,33,116,21,0
261390258004,26, Michigan,139, Ottawa County,68750.0,655,25,11,52,0,0,73,40,11,11,74,42,86,4,219,0,7
261399900000,26, Michigan,139, Ottawa County,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261614001001,26, Michigan,161, Washtenaw County,46667.0,446,84,54,8,13,44,0,14,0,9,23,36,18,11,17,64,51
261614001002,26, Michigan,161, Washtenaw County,,690,329,41,28,9,19,24,12,47,37,38,10,45,0,0,38,13
261614003001,26, Michigan,161, Washtenaw County,27632.0,304,79,29,43,0,19,39,0,0,0,0,17,48,0,0,0,30
261614003002,26, Michigan,161, Washtenaw County,12841.0,473,165,138,0,52,13,0,0,0,24,0,0,0,14,0,10,57
261614003003,26, Michigan,161, Washtenaw County,48125.0,656,131,22,16,0,55,16,10,47,124,12,0,104,79,0,0,40
261614004001,26, Michigan,161, Washtenaw County,173250.0,439,0,0,0,0,0,13,0,0,12,7,12,39,101,0,68,187
261614004002,26, Michigan,161, Washtenaw County,95688.0,599,24,0,11,14,55,0,14,35,55,14,54,67,44,62,24,126
261614004003,26, Michigan,161, Washtenaw County,155000.0,262,20,16,6,7,0,0,0,0,0,6,28,13,6,26,45,89
261614005001,26, Michigan,161, Washtenaw County,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261614005002,26, Michigan,161, Washtenaw County,,435,85,71,66,0,0,23,16,61,0,0,0,11,0,0,89,13
261614005003,26, Michigan,161, Washtenaw County,17548.0,335,70,77,46,0,20,26,24,15,0,0,0,18,0,39,0,0
261614005004,26, Michigan,161, Washtenaw County,45650.0,393,60,56,0,38,22,14,0,0,25,137,0,0,41,0,0,0
261614005005,26, Michigan,161, Washtenaw County,,192,63,0,14,23,0,0,0,12,22,18,0,0,0,40,0,0
261614005006,26, Michigan,161, Washtenaw County,34270.0,845,158,37,36,41,35,145,16,12,29,88,40,116,52,0,24,16
261614005007,26, Michigan,161, Washtenaw County,21510.0,609,225,41,24,24,67,104,51,0,73,0,0,0,0,0,0,0
261614006001,26, Michigan,161, Washtenaw County,55558.0,251,0,0,0,0,0,22,16,60,15,56,0,37,11,34,0,0
261614006002,26, Michigan,161, Washtenaw County,140653.0,227,24,0,0,0,0,0,0,0,0,46,11,15,0,67,56,8
261614006003,26, Michigan,161, Washtenaw County,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261614006004,26, Michigan,161, Washtenaw County,89210.0,865,32,14,14,0,0,76,7,45,0,38,100,173,115,35,107,109
261614006005,26, Michigan,161, Washtenaw County,117679.0,535,34,8,0,0,0,15,0,23,0,23,56,107,35,19,54,161
261614006006,26, Michigan,161, Washtenaw County,120962.0,422,16,0,20,0,18,0,0,0,0,13,17,23,152,0,52,111
261614007001,26, Michigan,161, Washtenaw County,23776.0,625,222,0,0,160,6,0,9,13,12,0,9,0,30,22,79,63
261614007002,26, Michigan,161, Washtenaw County,160000.0,440,0,0,0,13,1,0,0,10,0,8,23,90,45,12,111,127
261614007003,26, Michigan,161, Washtenaw County,48974.0,362,42,24,10,20,19,13,8,22,39,5,13,27,28,14,0,78
261614008001,26, Michigan,161, Washtenaw County,,654,171,47,87,9,6,12,11,0,37,70,114,67,23,0,0,0
261614008002,26, Michigan,161, Washtenaw County,24563.0,817,275,64,35,38,8,40,43,0,8,50,75,125,9,8,17,22
261614021001,26, Michigan,161, Washtenaw County,79479.0,367,28,0,0,0,10,41,50,0,0,8,37,51,24,22,60,36
261614021002,26, Michigan,161, Washtenaw County,57257.0,812,204,10,17,22,8,0,15,27,19,131,174,69,46,45,0,25
261614021003,26, Michigan,161, Washtenaw County,80250.0,327,9,24,8,0,0,0,25,18,30,28,16,22,29,0,73,45
261614022011,26, Michigan,161, Washtenaw County,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261614022012,26, Michigan,161, Washtenaw County,26806.0,234,75,13,0,16,36,57,28,9,0,0,0,0,0,0,0,0
261614022013,26, Michigan,161, Washtenaw County,28510.0,353,99,11,0,0,82,12,43,0,0,36,15,34,6,8,4,3
261614022014,26, Michigan,161, Washtenaw County,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261614022015,26, Michigan,161, Washtenaw County,16186.0,514,154,47,118,0,35,14,13,12,7,14,11,49,0,0,6,34
261614023001,26, Michigan,161, Washtenaw County,141094.0,821,12,4,5,0,9,16,47,0,15,23,31,136,71,52,86,314
261614023002,26, Michigan,161, Washtenaw County,143642.0,405,0,0,0,8,0,7,0,8,0,7,20,51,44,142,44,74
261614025001,26, Michigan,161, Washtenaw County,232000.0,318,0,0,0,9,5,0,0,0,0,0,0,35,20,0,30,219
261614025002,26, Michigan,161, Washtenaw County,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261614025003,26, Michigan,161, Washtenaw County,56101.0,845,39,34,9,43,12,6,118,59,0,202,18,79,93,41,46,46
261614026011,26, Michigan,161, Washtenaw County,62500.0,368,40,15,29,21,11,15,16,0,8,25,29,18,6,0,22,113
261614026012,26, Michigan,161, Washtenaw County,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261614026013,26, Michigan,161, Washtenaw County,42083.0,198,37,6,0,21,7,8,15,11,10,41,17,12,13,0,0,0
261614027001,26, Michigan,161, Washtenaw County,90313.0,279,0,24,0,39,0,0,0,14,0,16,44,45,46,8,13,30
261614027002,26, Michigan,161, Washtenaw County,187526.0,869,0,0,0,0,0,0,0,0,0,15,13,35,39,209,172,386
261614027003,26, Michigan,161, Washtenaw County,122500.0,990,208,0,0,0,0,11,13,11,0,25,90,92,81,135,86,238
261614027004,26, Michigan,161, Washtenaw County,163906.0,367,0,0,16,0,11,0,0,19,0,0,0,21,83,29,50,138
261614031001,26, Michigan,161, Washtenaw County,209861.0,606,0,0,0,5,5,0,0,0,13,18,32,58,40,29,72,334
261614032001,26, Michigan,161, Washtenaw County,142759.0,592,55,12,0,0,0,0,0,35,0,8,21,42,120,37,109,153
261614032002,26, Michigan,161, Washtenaw County,158594.0,249,8,0,0,0,0,0,0,0,0,6,16,22,29,33,51,84
261614032003,26, Michigan,161, Washtenaw County,114167.0,484,17,0,8,0,5,22,8,0,0,52,33,56,70,20,76,117
261614033001,26, Michigan,161, Washtenaw County,134023.0,395,24,0,0,15,0,0,7,0,7,13,0,57,55,32,38,147
261614033002,26, Michigan,161, Washtenaw County,93950.0,469,27,0,7,0,0,7,8,8,0,52,9,139,18,127,29,38
261614033003,26, Michigan,161, Washtenaw County,81349.0,361,29,19,18,0,8,21,0,8,0,8,23,88,35,33,28,43
261614033004,26, Michigan,161, Washtenaw County,104966.0,573,20,0,0,20,0,0,5,27,16,41,20,101,61,93,89,80
261614034001,26, Michigan,161, Washtenaw County,112232.0,414,7,0,0,6,6,18,0,22,0,8,20,76,72,33,61,85
261614034002,26, Michigan,161, Washtenaw County,157813.0,410,0,0,0,0,7,0,0,0,6,14,22,38,55,42,100,126
261614034003,26, Michigan,161, Washtenaw County,145278.0,442,22,0,7,9,7,24,0,0,7,27,23,53,34,25,36,168
261614035001,26, Michigan,161, Washtenaw County,100302.0,701,0,0,26,0,68,12,8,10,0,60,47,116,55,22,153,124
261614035002,26, Michigan,161, Washtenaw County,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261614035003,26, Michigan,161, Washtenaw County,75341.0,649,10,9,23,26,33,21,32,39,10,19,98,111,6,29,78,105
261614036001,26, Michigan,161, Washtenaw County,,576,55,165,33,54,12,7,0,0,0,17,68,90,54,0,0,21
261614036002,26, Michigan,161, Washtenaw County,58036.0,1481,320,10,68,56,12,44,41,84,0,122,162,281,76,58,97,50
261614036003,26, Michigan,161, Washtenaw County,204142.0,351,0,0,0,0,0,0,0,0,0,0,0,22,29,61,30,209
261614036004,26, Michigan,161, Washtenaw County,119345.0,329,0,0,0,17,0,0,0,0,0,23,36,0,94,18,61,80
261614036005,26, Michigan,161, Washtenaw County,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261614038001,26, Michigan,161, Washtenaw County,76129.0,946,55,10,33,0,63,41,38,16,32,42,129,157,62,62,81,125
261614038002,26, Michigan,161, Washtenaw County,94861.0,575,68,6,0,6,0,0,0,22,9,7,143,34,58,136,42,44
261614041001,26, Michigan,161, Washtenaw County,95938.0,508,21,0,0,0,0,10,30,17,0,54,47,80,27,81,44,97
261614041002,26, Michigan,161, Washtenaw County,138882.0,889,103,6,0,0,30,0,8,31,16,50,26,75,74,50,97,323
261614042001,26, Michigan,161, Washtenaw County,56302.0,747,91,36,44,37,13,18,39,11,14,116,99,112,75,17,1,24
261614042002,26, Michigan,161, Washtenaw County,42917.0,461,59,10,40,0,30,24,39,51,0,30,11,36,79,15,29,8
261614043001,26, Michigan,161, Washtenaw County,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261614043002,26, Michigan,161, Washtenaw County,136389.0,662,11,0,0,0,0,0,41,0,26,12,6,92,131,44,215,84
261614043003,26, Michigan,161, Washtenaw County,111563.0,532,12,0,43,0,0,8,0,16,28,22,68,46,71,59,85,74
261614044001,26, Michigan,161, Washtenaw County,149167.0,922,3,0,20,0,15,10,6,5,9,92,60,61,72,110,116,343
261614045001,26, Michigan,161, Washtenaw County,85334.0,1011,53,16,13,0,19,56,87,23,0,50,78,443,65,25,17,66
261614045002,26, Michigan,161, Washtenaw County,68015.0,977,82,90,139,19,0,44,0,0,38,50,82,178,72,19,55,109
261614045003,26, Michigan,161, Washtenaw County,83333.0,364,0,18,0,55,0,31,0,0,0,0,13,71,44,16,0,116
261614046001,26, Michigan,161, Washtenaw County,75673.0,1090,41,19,0,19,31,31,47,0,50,171,122,97,222,42,102,96
261614046002,26, Michigan,161, Washtenaw County,124132.0,491,12,15,0,10,0,15,13,0,17,15,0,79,82,51,134,48
261614046003,26, Michigan,161, Washtenaw County,70655.0,886,62,71,50,12,0,42,15,0,66,105,64,56,155,14,54,120
261614046004,26, Michigan,161, Washtenaw County,66781.0,279,35,0,0,16,0,0,0,0,13,0,106,14,16,15,49,15
261614046005,26, Michigan,161, Washtenaw County,,59,15,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0
261614051001,26, Michigan,161, Washtenaw County,42340.0,389,19,14,23,55,20,0,27,39,8,44,52,17,31,19,0,21
261614051002,26, Michigan,161, Washtenaw County,65855.0,637,54,28,0,43,0,0,19,64,38,43,73,118,35,46,59,17
261614052001,26, Michigan,161, Washtenaw County,92902.0,749,42,29,0,0,0,0,82,0,55,27,72,117,31,81,164,49
261614052002,26, Michigan,161, Washtenaw County,116797.0,297,19,0,0,0,24,0,0,0,0,14,16,56,24,31,74,39
261614052003,26, Michigan,161, Washtenaw County,112283.0,514,0,0,0,14,0,12,13,0,12,0,22,30,156,13,102,140
261614052004,26, Michigan,161, Washtenaw County,79554.0,811,56,12,12,12,14,30,82,41,46,63,26,77,67,46,36,191
261614053001,26, Michigan,161, Washtenaw County,103750.0,442,32,9,34,4,29,11,7,0,15,38,0,42,12,14,27,168
261614053002,26, Michigan,161, Washtenaw County,164063.0,260,19,0,0,0,0,0,0,0,0,0,27,13,19,8,74,100
261614053003,26, Michigan,161, Washtenaw County,250001.0,324,0,0,0,21,0,0,0,0,0,38,9,21,14,7,13,201
261614053004,26, Michigan,161, Washtenaw County,231786.0,384,32,0,0,0,22,0,0,7,0,0,13,21,0,12,51,226
261614053005,26, Michigan,161, Washtenaw County,250001.0,404,6,0,0,0,5,0,0,5,0,0,0,17,68,44,31,228
261614053006,26, Michigan,161, Washtenaw County,250001.0,179,0,0,11,0,0,0,0,0,0,0,0,0,6,7,20,135
261614054001,26, Michigan,161, Washtenaw County,70436.0,499,64,10,0,27,11,3,10,0,17,56,87,38,8,66,55,47
261614054002,26, Michigan,161, Washtenaw County,67177.0,502,13,8,0,11,27,10,7,9,29,100,60,25,11,29,55,108
261614055001,26, Michigan,161, Washtenaw County,58313.0,411,16,22,24,10,52,3,0,15,40,37,47,40,48,8,29,20
261614055002,26, Michigan,161, Washtenaw County,,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
261614055003,26, Michigan,161, Washtenaw County,88036.0,743,20,22,38,17,0,18,60,0,53,79,35,100,80,164,44,13
261614056001,26, Michigan,161, Washtenaw County,43542.0,554,109,50,6,17,19,10,31,42,2,68,42,56,67,8,15,12
261614056002,26, Michigan,161, Washtenaw County,46250.0,941,44,23,70,125,53,37,28,75,31,239,119,78,10,9,0,0
261614056003,26, Michigan,161, Washtenaw County,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261614056004,26, Michigan,161, Washtenaw County,58664.0,343,10,0,8,0,14,37,6,38,17,57,71,53,18,14,0,0
261614060001,26, Michigan,161, Washtenaw County,250001.0,429,1,0,0,0,5,67,0,2,1,13,15,6,6,35,38,240
261614060002,26, Michigan,161, Washtenaw County,109048.0,1098,49,44,17,16,24,10,37,0,15,27,67,214,91,80,60,347
261614070001,26, Michigan,161, Washtenaw County,191500.0,282,30,0,0,0,0,0,0,0,0,8,9,8,0,20,70,137
261614070002,26, Michigan,161, Washtenaw County,220625.0,526,0,0,0,19,11,0,9,0,0,28,24,34,39,57,23,282
261614070003,26, Michigan,161, Washtenaw County,,71,0,8,28,0,0,0,11,0,0,0,0,16,0,0,0,8
261614070004,26, Michigan,161, Washtenaw County,208906.0,205,0,0,0,0,0,0,0,0,0,0,11,15,15,0,48,116
